rank,age,job,marital,balance,actual_churn,score_lr,score_rf,avg_score,risk_segment
403,46,blue-collar,married,1291,0,0.4501,0.1,0.275,Low Risk
404,29,admin.,single,428,0,0.4235,0.125,0.2742,Low Risk
405,43,technician,married,297,0,0.388,0.16,0.274,Low Risk
406,39,self-employed,married,266,0,0.4976,0.05,0.2738,Low Risk
407,35,technician,single,-51,0,0.3708,0.175,0.2729,Low Risk
408,55,retired,married,1467,0,0.5156,0.03,0.2728,Low Risk
409,55,blue-collar,married,2275,0,0.3549,0.19,0.2724,Low Risk
410,31,technician,single,373,0,0.5092,0.035,0.2721,Low Risk
411,57,retired,married,523,0,0.4988,0.045,0.2719,Low Risk
412,40,services,married,51,0,0.4086,0.135,0.2718,Low Risk
413,53,technician,married,9146,0,0.4584,0.085,0.2717,Low Risk
414,33,management,married,11,0,0.4331,0.11,0.2716,Low Risk
415,38,technician,single,4366,0,0.4722,0.07,0.2711,Low Risk
416,46,admin.,married,466,0,0.462,0.08,0.271,Low Risk
417,32,blue-collar,married,1005,0,0.4816,0.06,0.2708,Low Risk
418,36,technician,divorced,666,0,0.5058,0.035,0.2704,Low Risk
419,48,admin.,married,191,0,0.4651,0.075,0.27,Low Risk
420,40,self-employed,married,2,0,0.4492,0.09,0.2696,Low Risk
421,49,entrepreneur,married,687,1,0.459,0.08,0.2695,Low Risk
422,26,admin.,single,236,0,0.3684,0.17,0.2692,Low Risk
423,35,services,married,128,0,0.4019,0.135,0.2684,Low Risk
424,48,blue-collar,married,574,0,0.4814,0.055,0.2682,Low Risk
425,57,housemaid,married,50,0,0.5055,0.03,0.2678,Low Risk
426,34,management,married,436,0,0.5004,0.035,0.2677,Low Risk
427,42,management,married,2187,1,0.4737,0.06,0.2669,Low Risk
428,45,management,divorced,959,0,0.4732,0.06,0.2666,Low Risk
429,33,blue-collar,married,3074,0,0.4528,0.08,0.2664,Low Risk
430,32,blue-collar,married,1905,1,0.3926,0.14,0.2663,Low Risk
431,44,management,married,1242,0,0.4435,0.085,0.2642,Low Risk
432,45,technician,married,1410,0,0.4776,0.05,0.2638,Low Risk
433,36,management,married,27359,0,0.2971,0.23,0.2636,Low Risk
434,26,technician,single,7,0,0.4666,0.06,0.2633,Low Risk
435,42,self-employed,married,0,0,0.4913,0.035,0.2632,Low Risk
436,37,self-employed,married,0,0,0.346,0.18,0.263,Low Risk
437,40,entrepreneur,married,1729,0,0.4905,0.035,0.2628,Low Risk
438,39,blue-collar,married,0,0,0.4103,0.115,0.2626,Low Risk
439,34,self-employed,married,1972,0,0.44,0.085,0.2625,Low Risk
440,31,services,single,469,0,0.4247,0.1,0.2624,Low Risk
441,57,housemaid,married,158,0,0.4744,0.05,0.2622,Low Risk
442,37,admin.,married,0,0,0.504,0.02,0.262,Low Risk
443,35,admin.,married,0,0,0.3985,0.125,0.2618,Low Risk
444,48,blue-collar,married,1678,0,0.438,0.085,0.2615,Low Risk
445,31,admin.,married,2304,0,0.4477,0.075,0.2613,Low Risk
446,34,management,single,318,0,0.3723,0.15,0.2612,Low Risk
447,30,blue-collar,single,1073,0,0.4758,0.045,0.2604,Low Risk
448,49,technician,married,1843,0,0.43,0.09,0.26,Low Risk
449,35,entrepreneur,single,475,0,0.4096,0.11,0.2598,Low Risk
450,25,management,married,-242,1,0.4287,0.09,0.2594,Low Risk
451,45,management,married,-192,0,0.4787,0.04,0.2594,Low Risk
452,59,services,married,204,0,0.4789,0.04,0.2594,Low Risk
453,44,admin.,single,2524,0,0.4359,0.08,0.258,Low Risk
454,25,entrepreneur,single,16874,0,0.3953,0.12,0.2576,Low Risk
455,40,technician,single,641,0,0.5103,0.005,0.2576,Low Risk
456,44,blue-collar,married,878,0,0.4348,0.08,0.2574,Low Risk
457,37,blue-collar,married,2023,0,0.4194,0.095,0.2572,Low Risk
458,30,student,single,34,0,0.5043,0.01,0.2572,Low Risk
459,33,technician,married,75,0,0.4539,0.06,0.257,Low Risk
460,39,technician,married,14,0,0.4835,0.03,0.2568,Low Risk
461,58,housemaid,married,0,0,0.442,0.07,0.256,Low Risk
462,40,management,married,419,0,0.3962,0.115,0.2556,Low Risk
463,40,admin.,married,168,0,0.4755,0.035,0.2552,Low Risk
464,48,unemployed,divorced,1266,0,0.4144,0.095,0.2547,Low Risk
465,59,housemaid,married,345,0,0.3687,0.14,0.2544,Low Risk
466,33,admin.,single,-300,0,0.3839,0.125,0.2544,Low Risk
467,32,admin.,married,923,0,0.4129,0.095,0.254,Low Risk
468,46,self-employed,married,390,0,0.4081,0.1,0.254,Low Risk
469,44,management,married,438,0,0.433,0.075,0.254,Low Risk
470,36,management,married,-296,0,0.4577,0.05,0.2538,Low Risk
471,47,admin.,married,1934,0,0.4025,0.105,0.2538,Low Risk
472,31,blue-collar,married,401,0,0.457,0.05,0.2535,Low Risk
473,52,blue-collar,married,230,0,0.4066,0.1,0.2533,Low Risk
474,35,technician,married,13,0,0.4511,0.055,0.253,Low Risk
475,44,entrepreneur,married,6649,0,0.4506,0.055,0.2528,Low Risk
476,39,technician,married,1161,0,0.46,0.045,0.2525,Low Risk
477,55,blue-collar,married,1665,0,0.3798,0.125,0.2524,Low Risk
478,45,admin.,married,295,0,0.4646,0.04,0.2523,Low Risk
479,44,blue-collar,divorced,221,0,0.4238,0.08,0.2519,Low Risk
480,40,entrepreneur,married,3571,0,0.3384,0.165,0.2517,Low Risk
481,49,blue-collar,married,-454,1,0.4228,0.08,0.2514,Low Risk
482,31,technician,married,119,0,0.4078,0.095,0.2514,Low Risk
483,50,technician,married,2497,0,0.4276,0.075,0.2513,Low Risk
484,43,admin.,married,264,0,0.4526,0.05,0.2513,Low Risk
485,57,technician,married,1469,0,0.4272,0.075,0.2511,Low Risk
486,37,management,married,4039,0,0.371,0.13,0.2505,Low Risk
487,45,blue-collar,married,2433,0,0.4632,0.035,0.2491,Low Risk
488,37,admin.,married,0,0,0.4931,0.005,0.249,Low Risk
489,46,management,married,1375,0,0.478,0.02,0.249,Low Risk
490,49,management,married,1623,1,0.4578,0.04,0.2489,Low Risk
491,33,admin.,married,1158,0,0.4376,0.06,0.2488,Low Risk
492,53,management,married,37,0,0.4571,0.04,0.2486,Low Risk
493,47,technician,divorced,2914,0,0.3613,0.135,0.2482,Low Risk
494,31,technician,married,636,1,0.3963,0.1,0.2482,Low Risk
495,25,services,single,402,0,0.4105,0.085,0.2478,Low Risk
496,50,self-employed,married,36,0,0.4036,0.09,0.2468,Low Risk
497,28,management,married,3694,0,0.3828,0.11,0.2464,Low Risk
498,30,admin.,married,0,0,0.4777,0.015,0.2464,Low Risk
499,56,retired,married,-113,0,0.4668,0.025,0.2459,Low Risk
500,26,self-employed,married,479,0,0.4363,0.055,0.2456,Low Risk
501,33,services,married,4789,0,0.2807,0.21,0.2454,Low Risk
502,50,technician,divorced,-701,0,0.3507,0.14,0.2454,Low Risk
503,56,management,married,238,0,0.4793,0.01,0.2446,Low Risk
504,34,management,married,297,0,0.4331,0.055,0.244,Low Risk
505,45,services,divorced,-179,0,0.3964,0.09,0.2432,Low Risk
506,55,retired,divorced,1580,1,0.4458,0.04,0.2429,Low Risk
507,47,services,divorced,164,0,0.4057,0.08,0.2428,Low Risk
508,34,management,single,618,0,0.3552,0.13,0.2426,Low Risk
509,51,blue-collar,married,160,0,0.4553,0.03,0.2426,Low Risk
510,56,unemployed,divorced,109,0,0.4302,0.055,0.2426,Low Risk
511,37,technician,single,5436,0,0.3943,0.09,0.2421,Low Risk
512,56,blue-collar,married,379,0,0.4241,0.06,0.242,Low Risk
513,53,management,married,146,0,0.3522,0.13,0.2411,Low Risk
514,56,unemployed,married,3391,1,0.349,0.13,0.2395,Low Risk
515,47,blue-collar,married,233,0,0.4482,0.03,0.2391,Low Risk
516,59,self-employed,married,0,0,0.3677,0.11,0.2388,Low Risk
517,41,blue-collar,married,1459,0,0.3025,0.175,0.2388,Low Risk
518,50,services,married,1572,0,0.4268,0.05,0.2384,Low Risk
519,37,management,divorced,168,0,0.4068,0.07,0.2384,Low Risk
520,39,blue-collar,married,52,0,0.4603,0.015,0.2376,Low Risk
521,45,blue-collar,divorced,-311,1,0.2895,0.185,0.2372,Low Risk
522,32,technician,married,396,0,0.3992,0.075,0.2371,Low Risk
523,42,technician,married,440,0,0.3678,0.105,0.2364,Low Risk
524,28,blue-collar,single,4229,0,0.3376,0.135,0.2363,Low Risk
525,39,services,married,0,0,0.4114,0.06,0.2357,Low Risk
526,38,housemaid,married,-278,0,0.4408,0.03,0.2354,Low Risk
527,41,technician,married,532,0,0.4459,0.025,0.2354,Low Risk
528,51,entrepreneur,married,5403,0,0.38,0.09,0.235,Low Risk
529,39,admin.,divorced,2903,0,0.3648,0.105,0.2349,Low Risk
530,57,management,married,82,0,0.3744,0.095,0.2347,Low Risk
531,33,admin.,married,69,0,0.3993,0.07,0.2346,Low Risk
532,36,services,married,1746,0,0.429,0.04,0.2345,Low Risk
533,37,technician,married,0,0,0.4388,0.03,0.2344,Low Risk
534,34,admin.,single,18,1,0.4085,0.06,0.2342,Low Risk
535,32,blue-collar,married,34,0,0.4023,0.065,0.2336,Low Risk
536,30,management,single,149,0,0.3769,0.09,0.2334,Low Risk
537,58,blue-collar,divorced,543,0,0.4012,0.065,0.2331,Low Risk
538,35,self-employed,married,524,0,0.3901,0.075,0.2326,Low Risk
539,32,self-employed,married,413,0,0.4188,0.045,0.2319,Low Risk
540,40,blue-collar,married,1012,0,0.4237,0.04,0.2318,Low Risk
541,42,management,divorced,0,0,0.4529,0.01,0.2314,Low Risk
542,54,technician,married,89,0,0.3973,0.065,0.2312,Low Risk
543,36,self-employed,married,189,0,0.4456,0.015,0.2303,Low Risk
544,26,unemployed,single,622,1,0.434,0.025,0.2295,Low Risk
545,41,technician,married,177,0,0.4038,0.055,0.2294,Low Risk
546,35,admin.,married,0,0,0.4566,0.0,0.2283,Low Risk
547,32,management,divorced,1,0,0.3565,0.1,0.2282,Low Risk
548,57,retired,married,1623,0,0.4363,0.02,0.2282,Low Risk
549,32,self-employed,married,3601,0,0.3414,0.115,0.2282,Low Risk
550,36,management,divorced,3611,0,0.3812,0.075,0.2281,Low Risk
551,27,admin.,divorced,76,0,0.3748,0.08,0.2274,Low Risk
552,33,management,single,-67,0,0.3895,0.065,0.2272,Low Risk
553,49,admin.,married,169,0,0.4134,0.04,0.2267,Low Risk
554,33,technician,married,9305,0,0.378,0.075,0.2265,Low Risk
555,57,retired,married,49,0,0.4229,0.03,0.2264,Low Risk
556,53,blue-collar,married,0,0,0.4162,0.035,0.2256,Low Risk
557,40,services,married,1836,1,0.3944,0.055,0.2247,Low Risk
558,42,blue-collar,married,5639,0,0.4033,0.045,0.2242,Low Risk
559,57,technician,divorced,63,0,0.3408,0.105,0.2229,Low Risk
560,30,unemployed,single,-770,0,0.2552,0.19,0.2226,Low Risk
561,34,management,single,872,0,0.375,0.07,0.2225,Low Risk
562,56,housemaid,married,306,0,0.3744,0.07,0.2222,Low Risk
563,37,services,married,658,0,0.3692,0.075,0.2221,Low Risk
564,35,admin.,married,786,0,0.3591,0.085,0.222,Low Risk
565,52,blue-collar,married,1117,0,0.4279,0.015,0.2214,Low Risk
566,56,services,married,83,0,0.3515,0.09,0.2208,Low Risk
567,51,management,married,176,0,0.2167,0.225,0.2208,Low Risk
568,47,unemployed,married,3188,0,0.3051,0.135,0.22,Low Risk
569,31,management,married,8312,0,0.3794,0.06,0.2197,Low Risk
570,47,self-employed,married,751,0,0.3635,0.075,0.2192,Low Risk
571,56,management,married,318,0,0.3727,0.065,0.2188,Low Risk
572,52,technician,married,192,0,0.3918,0.045,0.2184,Low Risk
573,41,blue-collar,married,552,0,0.4168,0.02,0.2184,Low Risk
574,52,blue-collar,married,60,0,0.3164,0.12,0.2182,Low Risk
575,39,management,divorced,26,0,0.4109,0.025,0.218,Low Risk
576,35,admin.,divorced,1555,0,0.3961,0.04,0.218,Low Risk
577,59,housemaid,married,0,0,0.3854,0.05,0.2177,Low Risk
578,33,management,married,148,0,0.3437,0.09,0.2168,Low Risk
579,50,blue-collar,married,283,0,0.4131,0.02,0.2166,Low Risk
580,48,technician,married,454,0,0.4179,0.015,0.2164,Low Risk
581,38,blue-collar,married,2240,0,0.3964,0.035,0.2157,Low Risk
582,53,entrepreneur,married,71,0,0.3964,0.035,0.2157,Low Risk
583,34,blue-collar,married,1666,0,0.1904,0.24,0.2152,Low Risk
584,51,admin.,divorced,340,0,0.3943,0.035,0.2146,Low Risk
585,50,blue-collar,married,4108,1,0.394,0.035,0.2145,Low Risk
586,47,blue-collar,married,1203,0,0.4038,0.025,0.2144,Low Risk
587,37,management,married,1698,0,0.2882,0.14,0.2141,Low Risk
588,31,admin.,single,747,1,0.3271,0.1,0.2136,Low Risk
589,52,unknown,married,1317,0,0.3521,0.075,0.2136,Low Risk
590,40,management,married,-7,0,0.3617,0.065,0.2134,Low Risk
591,32,management,married,6217,0,0.3003,0.125,0.2126,Low Risk
592,32,blue-collar,married,329,0,0.3897,0.035,0.2124,Low Risk
593,41,blue-collar,married,951,0,0.3348,0.09,0.2124,Low Risk
594,47,blue-collar,married,320,0,0.4042,0.02,0.2121,Low Risk
595,30,technician,married,1211,0,0.3841,0.04,0.212,Low Risk
596,38,technician,married,0,0,0.4189,0.005,0.212,Low Risk
597,51,blue-collar,married,40,0,0.4133,0.01,0.2116,Low Risk
598,41,technician,married,55,0,0.3781,0.045,0.2116,Low Risk
599,52,technician,single,1308,0,0.3278,0.095,0.2114,Low Risk
600,54,unemployed,married,541,0,0.2819,0.14,0.211,Low Risk
601,50,services,single,72,0,0.3802,0.04,0.2101,Low Risk
602,60,management,married,252,0,0.2943,0.125,0.2096,Low Risk
603,56,blue-collar,married,345,0,0.3989,0.02,0.2094,Low Risk
604,33,blue-collar,married,86,0,0.2214,0.195,0.2082,Low Risk
605,43,blue-collar,married,625,0,0.2263,0.19,0.2082,Low Risk
606,56,management,married,217,0,0.3954,0.02,0.2077,Low Risk
607,30,management,single,162,0,0.3291,0.085,0.207,Low Risk
608,50,services,married,961,0,0.2974,0.115,0.2062,Low Risk
609,48,management,married,1167,1,0.3522,0.06,0.2061,Low Risk
610,35,technician,married,141,0,0.3816,0.03,0.2058,Low Risk
611,36,blue-collar,married,-231,0,0.3106,0.1,0.2053,Low Risk
612,28,blue-collar,single,43,0,0.364,0.045,0.2045,Low Risk
613,40,admin.,single,263,0,0.3736,0.035,0.2043,Low Risk
614,39,services,married,247,0,0.3866,0.02,0.2033,Low Risk
615,42,blue-collar,married,7041,0,0.3313,0.075,0.2032,Low Risk
616,45,technician,married,-149,0,0.3957,0.01,0.2028,Low Risk
617,29,blue-collar,married,486,0,0.365,0.04,0.2025,Low Risk
618,50,technician,divorced,-54,1,0.3647,0.04,0.2024,Low Risk
619,45,admin.,married,644,0,0.3492,0.055,0.2021,Low Risk
620,49,technician,married,323,0,0.3377,0.065,0.2014,Low Risk
621,35,technician,single,470,1,0.3576,0.045,0.2013,Low Risk
622,54,services,married,-22,0,0.3406,0.06,0.2003,Low Risk
623,39,technician,married,626,0,0.3893,0.01,0.1996,Low Risk
624,35,management,married,106,0,0.3885,0.01,0.1992,Low Risk
625,44,blue-collar,married,134,0,0.3927,0.005,0.1988,Low Risk
626,32,entrepreneur,divorced,1121,0,0.3623,0.035,0.1986,Low Risk
627,38,blue-collar,married,1205,0,0.3754,0.02,0.1977,Low Risk
628,41,blue-collar,divorced,2195,0,0.2642,0.13,0.1971,Low Risk
629,28,services,single,2685,0,0.2191,0.175,0.197,Low Risk
630,36,blue-collar,married,1049,1,0.3688,0.025,0.1969,Low Risk
631,42,blue-collar,married,969,0,0.3831,0.01,0.1966,Low Risk
632,43,blue-collar,married,255,0,0.3827,0.01,0.1964,Low Risk
633,41,blue-collar,divorced,664,1,0.351,0.04,0.1955,Low Risk
634,37,unknown,married,1699,0,0.3404,0.05,0.1952,Low Risk
635,35,entrepreneur,married,2643,0,0.3354,0.055,0.1952,Low Risk
636,44,services,single,106,0,0.37,0.02,0.195,Low Risk
637,46,blue-collar,married,-216,0,0.3784,0.01,0.1942,Low Risk
638,41,technician,single,-41,0,0.3529,0.035,0.194,Low Risk
639,44,management,married,415,0,0.2926,0.095,0.1938,Low Risk
640,49,services,married,280,0,0.367,0.02,0.1935,Low Risk
641,48,technician,married,310,0,0.3252,0.06,0.1926,Low Risk
642,26,blue-collar,single,396,0,0.2853,0.1,0.1926,Low Risk
643,48,technician,married,0,0,0.2987,0.085,0.1919,Low Risk
644,32,blue-collar,married,2,0,0.3172,0.065,0.1911,Low Risk
645,49,services,married,5673,0,0.3211,0.06,0.1906,Low Risk
646,34,blue-collar,married,41,0,0.2561,0.125,0.1906,Low Risk
647,42,housemaid,single,5774,0,0.326,0.055,0.1905,Low Risk
648,35,blue-collar,married,793,0,0.3707,0.01,0.1904,Low Risk
649,52,admin.,married,2347,0,0.3707,0.01,0.1904,Low Risk
650,27,services,single,201,0,0.2955,0.085,0.1902,Low Risk
651,41,admin.,single,400,0,0.315,0.065,0.19,Low Risk
652,38,admin.,divorced,156,0,0.3443,0.035,0.1896,Low Risk
653,35,blue-collar,married,422,0,0.3741,0.005,0.1896,Low Risk
654,43,blue-collar,divorced,49,0,0.3035,0.075,0.1892,Low Risk
655,37,services,single,223,0,0.3182,0.06,0.1891,Low Risk
656,41,technician,married,2125,0,0.2531,0.125,0.189,Low Risk
657,55,technician,divorced,61,0,0.3325,0.045,0.1888,Low Risk
658,23,blue-collar,single,8627,0,0.2846,0.09,0.1873,Low Risk
659,33,services,single,-56,0,0.362,0.01,0.186,Low Risk
660,52,blue-collar,married,-133,0,0.2721,0.1,0.186,Low Risk
661,48,management,married,0,0,0.3571,0.015,0.186,Low Risk
662,42,technician,divorced,0,0,0.2416,0.13,0.1858,Low Risk
663,45,management,divorced,220,0,0.3591,0.01,0.1846,Low Risk
664,29,self-employed,married,3931,0,0.2454,0.12,0.1827,Low Risk
665,47,services,married,405,1,0.3253,0.04,0.1826,Low Risk
666,51,technician,married,500,0,0.35,0.015,0.1825,Low Risk
667,27,housemaid,married,4848,0,0.2497,0.115,0.1824,Low Risk
668,28,blue-collar,single,416,0,0.2923,0.07,0.1812,Low Risk
669,42,blue-collar,single,1322,0,0.3323,0.03,0.1811,Low Risk
670,41,technician,married,0,0,0.3067,0.055,0.1808,Low Risk
671,49,entrepreneur,married,1916,0,0.3251,0.035,0.18,Low Risk
672,51,unemployed,married,-13,0,0.335,0.025,0.18,Low Risk
673,41,admin.,single,1020,1,0.3586,0.0,0.1793,Low Risk
674,41,technician,married,13,0,0.3084,0.05,0.1792,Low Risk
675,34,technician,married,550,0,0.3162,0.04,0.1781,Low Risk
676,24,services,married,110,0,0.2594,0.095,0.1772,Low Risk
677,28,technician,single,2269,0,0.3278,0.025,0.1764,Low Risk
678,42,blue-collar,married,260,0,0.3276,0.025,0.1763,Low Risk
679,32,technician,single,4665,1,0.3062,0.045,0.1756,Low Risk
680,48,management,married,6613,0,0.3405,0.01,0.1753,Low Risk
681,36,management,single,3875,0,0.3155,0.035,0.1753,Low Risk
682,46,entrepreneur,married,757,0,0.3048,0.045,0.1749,Low Risk
683,29,technician,single,0,0,0.3182,0.03,0.1741,Low Risk
684,52,entrepreneur,married,0,0,0.3376,0.01,0.1738,Low Risk
685,31,blue-collar,single,2197,0,0.3019,0.045,0.1734,Low Risk
686,35,self-employed,divorced,1354,1,0.3468,0.0,0.1734,Low Risk
687,57,management,married,3431,0,0.3069,0.04,0.1734,Low Risk
688,37,blue-collar,married,11,0,0.3162,0.03,0.1731,Low Risk
689,58,blue-collar,married,0,0,0.2942,0.05,0.1721,Low Risk
690,56,unknown,married,0,0,0.3335,0.01,0.1718,Low Risk
691,26,services,single,512,0,0.2914,0.05,0.1707,Low Risk
692,33,blue-collar,single,92,0,0.284,0.055,0.1695,Low Risk
693,30,technician,married,101,0,0.2585,0.08,0.1693,Low Risk
694,34,blue-collar,single,13683,0,0.3021,0.035,0.1685,Low Risk
695,34,services,single,84,0,0.2913,0.045,0.1682,Low Risk
696,53,blue-collar,married,427,0,0.3073,0.025,0.1662,Low Risk
697,32,blue-collar,single,-255,0,0.2264,0.105,0.1657,Low Risk
698,43,blue-collar,married,232,0,0.2962,0.035,0.1656,Low Risk
699,57,technician,married,0,0,0.2055,0.125,0.1652,Low Risk
700,55,retired,married,2749,0,0.2493,0.08,0.1646,Low Risk
701,42,housemaid,married,14752,0,0.2987,0.03,0.1644,Low Risk
702,33,services,divorced,411,0,0.3177,0.01,0.1638,Low Risk
703,46,management,single,295,0,0.2874,0.04,0.1637,Low Risk
704,34,management,married,0,0,0.2816,0.045,0.1633,Low Risk
705,41,blue-collar,married,-516,0,0.2615,0.065,0.1632,Low Risk
706,31,blue-collar,married,1545,0,0.2554,0.07,0.1627,Low Risk
707,35,admin.,single,2830,0,0.2846,0.04,0.1623,Low Risk
708,57,services,married,162,0,0.2485,0.075,0.1618,Low Risk
709,36,self-employed,married,16,0,0.2681,0.055,0.1616,Low Risk
710,27,services,single,54,1,0.2681,0.055,0.1616,Low Risk
711,35,housemaid,married,20,0,0.3117,0.01,0.1608,Low Risk
712,36,services,single,342,0,0.3114,0.01,0.1607,Low Risk
713,54,blue-collar,married,-932,0,0.2501,0.07,0.16,Low Risk
714,31,admin.,married,236,0,0.2648,0.055,0.1599,Low Risk
715,57,admin.,divorced,887,0,0.3033,0.015,0.1592,Low Risk
716,48,retired,married,5173,0,0.2975,0.02,0.1588,Low Risk
717,49,management,married,362,0,0.2727,0.045,0.1588,Low Risk
718,50,housemaid,married,0,0,0.3026,0.015,0.1588,Low Risk
719,53,entrepreneur,married,22370,0,0.3066,0.01,0.1583,Low Risk
720,40,services,divorced,4384,0,0.2705,0.045,0.1578,Low Risk
721,42,technician,married,2,0,0.2538,0.06,0.1569,Low Risk
722,41,technician,married,0,0,0.3032,0.01,0.1566,Low Risk
723,37,self-employed,married,4153,0,0.2324,0.08,0.1562,Low Risk
724,29,technician,single,778,0,0.291,0.02,0.1555,Low Risk
725,44,technician,divorced,809,0,0.2808,0.03,0.1554,Low Risk
726,49,blue-collar,married,902,0,0.2655,0.045,0.1552,Low Risk
727,24,blue-collar,married,0,0,0.2603,0.05,0.1551,Low Risk
728,55,technician,married,0,0,0.2096,0.1,0.1548,Low Risk
729,50,blue-collar,married,253,0,0.2693,0.04,0.1546,Low Risk
730,49,blue-collar,single,3018,0,0.2931,0.015,0.1541,Low Risk
731,44,services,married,1989,0,0.2429,0.065,0.154,Low Risk
732,48,technician,married,127,0,0.2872,0.02,0.1536,Low Risk
733,59,blue-collar,married,0,0,0.2566,0.05,0.1533,Low Risk
734,40,self-employed,married,167,0,0.2661,0.04,0.153,Low Risk
735,34,services,married,2211,0,0.2845,0.02,0.1522,Low Risk
736,50,services,single,148,0,0.2837,0.02,0.1519,Low Risk
737,53,technician,divorced,751,0,0.2881,0.015,0.1516,Low Risk
738,60,management,married,6313,0,0.2724,0.03,0.1512,Low Risk
739,48,admin.,married,607,0,0.2967,0.005,0.1509,Low Risk
740,56,management,married,21664,0,0.2918,0.01,0.1509,Low Risk
741,43,technician,single,27733,0,0.2854,0.015,0.1502,Low Risk
742,39,self-employed,married,4722,0,0.2452,0.055,0.1501,Low Risk
743,52,technician,married,118,0,0.2383,0.06,0.1492,Low Risk
744,34,technician,married,544,0,0.268,0.03,0.149,Low Risk
745,28,blue-collar,single,0,0,0.2871,0.01,0.1486,Low Risk
746,39,housemaid,married,267,0,0.2701,0.025,0.1476,Low Risk
747,31,technician,married,0,0,0.2499,0.045,0.1474,Low Risk
748,29,services,married,-102,0,0.2592,0.035,0.1471,Low Risk
749,36,admin.,married,465,0,0.2631,0.03,0.1466,Low Risk
750,47,self-employed,married,1121,0,0.2523,0.04,0.1462,Low Risk
751,54,services,married,0,0,0.2916,0.0,0.1458,Low Risk
752,42,blue-collar,married,3068,0,0.2567,0.035,0.1458,Low Risk
753,24,services,married,0,0,0.2252,0.065,0.1451,Low Risk
754,35,unemployed,married,816,0,0.2646,0.025,0.1448,Low Risk
755,50,technician,married,669,0,0.243,0.045,0.144,Low Risk
756,40,services,married,1325,0,0.2763,0.01,0.1432,Low Risk
757,45,services,single,1893,1,0.2415,0.045,0.1432,Low Risk
758,35,management,married,317,0,0.2557,0.03,0.1428,Low Risk
759,32,blue-collar,married,950,0,0.219,0.065,0.142,Low Risk
760,38,admin.,married,3732,0,0.2538,0.03,0.1419,Low Risk
761,49,blue-collar,married,-55,0,0.2733,0.01,0.1416,Low Risk
762,44,management,married,795,0,0.2583,0.025,0.1416,Low Risk
763,32,admin.,married,76,0,0.2479,0.035,0.1415,Low Risk
764,38,blue-collar,married,5092,0,0.1835,0.095,0.1392,Low Risk
765,42,entrepreneur,married,198,0,0.2429,0.035,0.139,Low Risk
766,42,management,married,-189,0,0.2569,0.02,0.1385,Low Risk
767,48,admin.,married,5,0,0.2765,0.0,0.1383,Low Risk
768,53,blue-collar,married,70,0,0.241,0.035,0.138,Low Risk
769,42,services,married,-246,0,0.234,0.04,0.137,Low Risk
770,33,admin.,married,-6,0,0.2631,0.01,0.1366,Low Risk
771,58,housemaid,married,5278,0,0.2458,0.025,0.1354,Low Risk
772,50,services,married,60,0,0.2394,0.03,0.1347,Low Risk
773,34,management,married,1557,0,0.1694,0.1,0.1347,Low Risk
774,51,unemployed,married,1760,0,0.2436,0.025,0.1343,Low Risk
775,55,self-employed,married,-196,0,0.2432,0.025,0.1341,Low Risk
776,38,blue-collar,single,490,0,0.1621,0.105,0.1336,Low Risk
777,40,entrepreneur,married,1416,0,0.2512,0.015,0.1331,Low Risk
778,34,blue-collar,married,470,0,0.2508,0.015,0.1329,Low Risk
779,27,blue-collar,married,818,0,0.1952,0.07,0.1326,Low Risk
780,36,management,married,0,0,0.2631,0.0,0.1316,Low Risk
781,56,services,divorced,1877,0,0.2579,0.005,0.1314,Low Risk
782,54,blue-collar,married,1291,0,0.2526,0.01,0.1313,Low Risk
783,57,blue-collar,married,179,0,0.2615,0.0,0.1308,Low Risk
784,56,admin.,married,1504,0,0.2608,0.0,0.1304,Low Risk
785,34,technician,divorced,0,0,0.1846,0.075,0.1298,Low Risk
786,41,entrepreneur,married,89,0,0.2096,0.05,0.1298,Low Risk
787,26,services,divorced,74,0,0.239,0.02,0.1295,Low Risk
788,54,services,married,88,0,0.2381,0.02,0.129,Low Risk
789,30,management,single,6164,0,0.2431,0.015,0.129,Low Risk
790,55,blue-collar,married,284,0,0.2569,0.0,0.1284,Low Risk
791,49,unemployed,married,-384,0,0.1367,0.12,0.1284,Low Risk
792,58,self-employed,married,1407,0,0.2465,0.01,0.1282,Low Risk
793,55,entrepreneur,married,298,0,0.2333,0.02,0.1267,Low Risk
794,27,services,single,0,0,0.2365,0.015,0.1258,Low Risk
795,36,services,single,760,0,0.2264,0.025,0.1257,Low Risk
796,48,blue-collar,married,157,0,0.2462,0.005,0.1256,Low Risk
797,37,services,married,52,0,0.206,0.045,0.1255,Low Risk
798,37,admin.,married,-107,0,0.245,0.005,0.125,Low Risk
799,39,management,married,1072,0,0.2395,0.01,0.1248,Low Risk
800,29,entrepreneur,married,452,0,0.2391,0.01,0.1246,Low Risk
801,30,services,married,227,0,0.1687,0.08,0.1243,Low Risk
802,54,blue-collar,married,1480,0,0.2436,0.005,0.1243,Low Risk
803,38,blue-collar,married,376,0,0.2369,0.01,0.1234,Low Risk
804,58,management,married,320,0,0.2268,0.02,0.1234,Low Risk
805,35,technician,married,1707,0,0.2115,0.035,0.1232,Low Risk
806,39,unemployed,married,270,0,0.1662,0.08,0.1231,Low Risk
807,34,management,married,293,0,0.231,0.015,0.123,Low Risk
808,36,technician,married,491,0,0.2296,0.015,0.1223,Low Risk
